Train on 60000 samples, validate on 10000 samples
49024/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49152/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49280/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49408/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49536/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49664/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49792/60000 [=======================>......] - ETA: 4s - loss: 0.1002
49920/60000 [=======================>......] - ETA: 4s - loss: 0.1002
50048/60000 [========================>.....] - ETA: 4s - loss: 0.1002
50176/60000 [========================>.....] - ETA: 4s - loss: 0.1002
50304/60000 [========================>.....] - ETA: 3s - loss: 0.1002
50432/60000 [========================>.....] - ETA: 3s - loss: 0.1002
50560/60000 [========================>.....] - ETA: 3s - loss: 0.1002
50688/60000 [========================>.....] - ETA: 3s - loss: 0.1002
50816/60000 [========================>.....] - ETA: 3s - loss: 0.1002
50944/60000 [========================>.....] - ETA: 3s - loss: 0.1002
51072/60000 [========================>.....] - ETA: 3s - loss: 0.1002
51200/60000 [========================>.....] - ETA: 3s - loss: 0.1002
51328/60000 [========================>.....] - ETA: 3s - loss: 0.1003
51456/60000 [========================>.....] - ETA: 3s - loss: 0.1003
51584/60000 [========================>.....] - ETA: 3s - loss: 0.1003
51712/60000 [========================>.....] - ETA: 3s - loss: 0.1003
51840/60000 [========================>.....] - ETA: 3s - loss: 0.1003
51968/60000 [========================>.....] - ETA: 3s - loss: 0.1002
52096/60000 [=========================>....] - ETA: 3s - loss: 0.1002
52224/60000 [=========================>....] - ETA: 3s - loss: 0.1002
52352/60000 [=========================>....] - ETA: 3s - loss: 0.1002
52480/60000 [=========================>....] - ETA: 3s - loss: 0.1002
52608/60000 [=========================>....] - ETA: 3s - loss: 0.1002
52736/60000 [=========================>....] - ETA: 2s - loss: 0.1002
52864/60000 [=========================>....] - ETA: 2s - loss: 0.1002
52992/60000 [=========================>....] - ETA: 2s - loss: 0.1002
53120/60000 [=========================>....] - ETA: 2s - loss: 0.1001
53248/60000 [=========================>....] - ETA: 2s - loss: 0.1001
53376/60000 [=========================>....] - ETA: 2s - loss: 0.1001
53504/60000 [=========================>....] - ETA: 2s - loss: 0.1001
53632/60000 [=========================>....] - ETA: 2s - loss: 0.1001
53760/60000 [=========================>....] - ETA: 2s - loss: 0.1001
54016/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54144/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54272/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54400/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54528/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54656/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54784/60000 [==========================>...] - ETA: 2s - loss: 0.1001
54912/60000 [==========================>...] - ETA: 2s - loss: 0.1001
55040/60000 [==========================>...] - ETA: 2s - loss: 0.1001
55168/60000 [==========================>...] - ETA: 1s - loss: 0.1001
55296/60000 [==========================>...] - ETA: 1s - loss: 0.1001
55424/60000 [==========================>...] - ETA: 1s - loss: 0.1001
55552/60000 [==========================>...] - ETA: 1s - loss: 0.1001
55680/60000 [==========================>...] - ETA: 1s - loss: 0.1001
55808/60000 [==========================>...] - ETA: 1s - loss: 0.1001
56064/60000 [===========================>..] - ETA: 1s - loss: 0.1001
56192/60000 [===========================>..] - ETA: 1s - loss: 0.1001
56320/60000 [===========================>..] - ETA: 1s - loss: 0.1001
56448/60000 [===========================>..] - ETA: 1s - loss: 0.1001
56576/60000 [===========================>..] - ETA: 1s - loss: 0.1001
56832/60000 [===========================>..] - ETA: 1s - loss: 0.1000
56960/60000 [===========================>..] - ETA: 1s - loss: 0.1000
57088/60000 [===========================>..] - ETA: 1s - loss: 0.1000
57216/60000 [===========================>..] - ETA: 1s - loss: 0.1000
57344/60000 [===========================>..] - ETA: 1s - loss: 0.1000
57472/60000 [===========================>..] - ETA: 1s - loss: 0.1000
57600/60000 [===========================>..] - ETA: 0s - loss: 0.1000
57728/60000 [===========================>..] - ETA: 0s - loss: 0.1000
57856/60000 [===========================>..] - ETA: 0s - loss: 0.1000
57984/60000 [===========================>..] - ETA: 0s - loss: 0.1000
58112/60000 [============================>.] - ETA: 0s - loss: 0.1000
58240/60000 [============================>.] - ETA: 0s - loss: 0.1000
58368/60000 [============================>.] - ETA: 0s - loss: 0.1000
58496/60000 [============================>.] - ETA: 0s - loss: 0.1000
58624/60000 [============================>.] - ETA: 0s - loss: 0.1000
58752/60000 [============================>.] - ETA: 0s - loss: 0.1000
58880/60000 [============================>.] - ETA: 0s - loss: 0.1000
59008/60000 [============================>.] - ETA: 0s - loss: 0.1000
59136/60000 [============================>.] - ETA: 0s - loss: 0.1000
59264/60000 [============================>.] - ETA: 0s - loss: 0.1000
59392/60000 [============================>.] - ETA: 0s - loss: 0.1000
59520/60000 [============================>.] - ETA: 0s - loss: 0.1000
59648/60000 [============================>.] - ETA: 0s - loss: 0.1000
59776/60000 [============================>.] - ETA: 0s - loss: 0.1000
59904/60000 [============================>.] - ETA: 0s - loss: 0.1000
60000/60000 [==============================] - 26s 429us/step - loss: 0.1000 - val_loss: 0.1022
Epoch 43/50

  128/60000 [..............................] - ETA: 24s - loss: 0.1053
  256/60000 [..............................] - ETA: 24s - loss: 0.1038
  384/60000 [..............................] - ETA: 24s - loss: 0.1023
  512/60000 [..............................] - ETA: 24s - loss: 0.1018
  640/60000 [..............................] - ETA: 24s - loss: 0.1009
  768/60000 [..............................] - ETA: 24s - loss: 0.1002
  896/60000 [..............................] - ETA: 24s - loss: 0.1003
 1024/60000 [..............................] - ETA: 24s - loss: 0.1004
 1152/60000 [..............................] - ETA: 24s - loss: 0.1007
 1280/60000 [..............................] - ETA: 24s - loss: 0.1004
 1408/60000 [..............................] - ETA: 24s - loss: 0.1002
 1536/60000 [..............................] - ETA: 24s - loss: 0.1001
 1664/60000 [..............................] - ETA: 24s - loss: 0.1000
 1792/60000 [..............................] - ETA: 23s - loss: 0.1000
 1920/60000 [..............................] - ETA: 23s - loss: 0.1002
 2048/60000 [>.............................] - ETA: 23s - loss: 0.1002
 2176/60000 [>.............................] - ETA: 23s - loss: 0.0999
 2304/60000 [>.............................] - ETA: 23s - loss: 0.0998
 2432/60000 [>.............................] - ETA: 23s - loss: 0.0997
 2560/60000 [>.............................] - ETA: 23s - loss: 0.0998
 2688/60000 [>.............................] - ETA: 23s - loss: 0.1000
 2816/60000 [>.............................] - ETA: 23s - loss: 0.1001
 2944/60000 [>.............................] - ETA: 23s - loss: 0.1001
 3200/60000 [>.............................] - ETA: 23s - loss: 0.1001
 3328/60000 [>.............................] - ETA: 23s - loss: 0.1000
 3456/60000 [>.............................] - ETA: 23s - loss: 0.1000
 3584/60000 [>.............................] - ETA: 23s - loss: 0.0999
 3712/60000 [>.............................] - ETA: 23s - loss: 0.1000
 3968/60000 [>.............................] - ETA: 22s - loss: 0.1001
 4096/60000 [=>............................] - ETA: 22s - loss: 0.0999
 4224/60000 [=>............................] - ETA: 22s - loss: 0.0999
 4352/60000 [=>............................] - ETA: 22s - loss: 0.0998
 4480/60000 [=>............................] - ETA: 22s - loss: 0.0997
 4608/60000 [=>............................] - ETA: 22s - loss: 0.0997
 4736/60000 [=>............................] - ETA: 22s - loss: 0.0997
 4864/60000 [=>............................] - ETA: 22s - loss: 0.0995
 4992/60000 [=>............................] - ETA: 22s - loss: 0.0994
 5120/60000 [=>............................] - ETA: 22s - loss: 0.0993
 5248/60000 [=>............................] - ETA: 22s - loss: 0.0993
 5376/60000 [=>............................] - ETA: 22s - loss: 0.0992
 5504/60000 [=>............................] - ETA: 22s - loss: 0.0993
 5632/60000 [=>............................] - ETA: 22s - loss: 0.0992
 5760/60000 [=>............................] - ETA: 22s - loss: 0.0993
 5888/60000 [=>............................] - ETA: 22s - loss: 0.0993
 6016/60000 [==>...........................] - ETA: 22s - loss: 0.0994
 6144/60000 [==>...........................] - ETA: 22s - loss: 0.0995
 6400/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 6528/60000 [==>...........................] - ETA: 21s - loss: 0.0996
 6656/60000 [==>...........................] - ETA: 21s - loss: 0.0996
 6784/60000 [==>...........................] - ETA: 21s - loss: 0.0996
 6912/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7040/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7168/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7296/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7424/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7552/60000 [==>...........................] - ETA: 21s - loss: 0.0994
 7680/60000 [==>...........................] - ETA: 21s - loss: 0.0994
 7808/60000 [==>...........................] - ETA: 21s - loss: 0.0993
 7936/60000 [==>...........................] - ETA: 21s - loss: 0.0993
 8064/60000 [===>..........................] - ETA: 21s - loss: 0.0993
 8192/60000 [===>..........................] - ETA: 21s - loss: 0.0993
 8320/60000 [===>..........................] - ETA: 21s - loss: 0.0993
 8448/60000 [===>..........................] - ETA: 21s - loss: 0.0994
 8576/60000 [===>..........................] - ETA: 21s - loss: 0.0993
 8704/60000 [===>..........................] - ETA: 21s - loss: 0.0993
 8832/60000 [===>..........................] - ETA: 20s - loss: 0.0993
 9088/60000 [===>..........................] - ETA: 20s - loss: 0.0993
 9216/60000 [===>..........................] - ETA: 20s - loss: 0.0994
 9344/60000 [===>..........................] - ETA: 20s - loss: 0.0994
 9472/60000 [===>..........................] - ETA: 20s - loss: 0.0994
 9600/60000 [===>..........................] - ETA: 20s - loss: 0.0994
 9856/60000 [===>..........................] - ETA: 20s - loss: 0.0995
10112/60000 [====>.........................] - ETA: 20s - loss: 0.0996
10240/60000 [====>.........................] - ETA: 20s - loss: 0.0996
10368/60000 [====>.........................] - ETA: 20s - loss: 0.0996
10496/60000 [====>.........................] - ETA: 20s - loss: 0.0996
10624/60000 [====>.........................] - ETA: 20s - loss: 0.0996
10880/60000 [====>.........................] - ETA: 20s - loss: 0.0996
11008/60000 [====>.........................] - ETA: 20s - loss: 0.0997
11136/60000 [====>.........................] - ETA: 19s - loss: 0.0997
11264/60000 [====>.........................] - ETA: 19s - loss: 0.0997
11392/60000 [====>.........................] - ETA: 19s - loss: 0.0998
11520/60000 [====>.........................] - ETA: 19s - loss: 0.0998
11648/60000 [====>.........................] - ETA: 19s - loss: 0.0999
11776/60000 [====>.........................] - ETA: 19s - loss: 0.0999
11904/60000 [====>.........................] - ETA: 19s - loss: 0.1000
12032/60000 [=====>........................] - ETA: 19s - loss: 0.1000
12160/60000 [=====>........................] - ETA: 19s - loss: 0.0999
12288/60000 [=====>........................] - ETA: 19s - loss: 0.0999
12416/60000 [=====>........................] - ETA: 19s - loss: 0.1000
12544/60000 [=====>........................] - ETA: 19s - loss: 0.0999
12672/60000 [=====>........................] - ETA: 19s - loss: 0.0999
12800/60000 [=====>........................] - ETA: 19s - loss: 0.1000
12928/60000 [=====>........................] - ETA: 19s - loss: 0.1000
13056/60000 [=====>........................] - ETA: 19s - loss: 0.1000
13184/60000 [=====>........................] - ETA: 19s - loss: 0.1000
13312/60000 [=====>........................] - ETA: 19s - loss: 0.1000
13440/60000 [=====>........................] - ETA: 19s - loss: 0.1000
13568/60000 [=====>........................] - ETA: 18s - loss: 0.1000
13696/60000 [=====>........................] - ETA: 18s - loss: 0.1000
13824/60000 [=====>........................] - ETA: 18s - loss: 0.1000
