Train on 60000 samples, validate on 10000 samples
46592/60000 [======================>.......] - ETA: 5s - loss: 0.1053
46720/60000 [======================>.......] - ETA: 5s - loss: 0.1053
46848/60000 [======================>.......] - ETA: 5s - loss: 0.1053
46976/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47104/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47232/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47360/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47488/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47616/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47744/60000 [======================>.......] - ETA: 5s - loss: 0.1053
47872/60000 [======================>.......] - ETA: 5s - loss: 0.1053
48000/60000 [=======================>......] - ETA: 5s - loss: 0.1053
48128/60000 [=======================>......] - ETA: 5s - loss: 0.1052
48256/60000 [=======================>......] - ETA: 4s - loss: 0.1053
48384/60000 [=======================>......] - ETA: 4s - loss: 0.1053
48512/60000 [=======================>......] - ETA: 4s - loss: 0.1053
48640/60000 [=======================>......] - ETA: 4s - loss: 0.1053
48768/60000 [=======================>......] - ETA: 4s - loss: 0.1053
48896/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49024/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49152/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49280/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49408/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49536/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49664/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49792/60000 [=======================>......] - ETA: 4s - loss: 0.1053
49920/60000 [=======================>......] - ETA: 4s - loss: 0.1052
50048/60000 [========================>.....] - ETA: 4s - loss: 0.1052
50176/60000 [========================>.....] - ETA: 4s - loss: 0.1052
50304/60000 [========================>.....] - ETA: 4s - loss: 0.1052
50432/60000 [========================>.....] - ETA: 4s - loss: 0.1052
50560/60000 [========================>.....] - ETA: 3s - loss: 0.1052
50688/60000 [========================>.....] - ETA: 3s - loss: 0.1052
50816/60000 [========================>.....] - ETA: 3s - loss: 0.1052
50944/60000 [========================>.....] - ETA: 3s - loss: 0.1052
51072/60000 [========================>.....] - ETA: 3s - loss: 0.1052
51200/60000 [========================>.....] - ETA: 3s - loss: 0.1052
51328/60000 [========================>.....] - ETA: 3s - loss: 0.1052
51456/60000 [========================>.....] - ETA: 3s - loss: 0.1052
51584/60000 [========================>.....] - ETA: 3s - loss: 0.1052
51712/60000 [========================>.....] - ETA: 3s - loss: 0.1053
51840/60000 [========================>.....] - ETA: 3s - loss: 0.1053
51968/60000 [========================>.....] - ETA: 3s - loss: 0.1053
52096/60000 [=========================>....] - ETA: 3s - loss: 0.1053
52224/60000 [=========================>....] - ETA: 3s - loss: 0.1053
52352/60000 [=========================>....] - ETA: 3s - loss: 0.1053
52480/60000 [=========================>....] - ETA: 3s - loss: 0.1053
52608/60000 [=========================>....] - ETA: 3s - loss: 0.1052
52736/60000 [=========================>....] - ETA: 3s - loss: 0.1052
52864/60000 [=========================>....] - ETA: 3s - loss: 0.1052
52992/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53120/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53248/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53376/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53504/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53632/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53760/60000 [=========================>....] - ETA: 2s - loss: 0.1052
53888/60000 [=========================>....] - ETA: 2s - loss: 0.1052
54016/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54144/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54272/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54400/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54528/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54656/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54784/60000 [==========================>...] - ETA: 2s - loss: 0.1052
54912/60000 [==========================>...] - ETA: 2s - loss: 0.1052
55040/60000 [==========================>...] - ETA: 2s - loss: 0.1052
55168/60000 [==========================>...] - ETA: 2s - loss: 0.1052
55296/60000 [==========================>...] - ETA: 1s - loss: 0.1052
55424/60000 [==========================>...] - ETA: 1s - loss: 0.1052
55552/60000 [==========================>...] - ETA: 1s - loss: 0.1052
55680/60000 [==========================>...] - ETA: 1s - loss: 0.1052
55808/60000 [==========================>...] - ETA: 1s - loss: 0.1052
55936/60000 [==========================>...] - ETA: 1s - loss: 0.1052
56064/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56192/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56320/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56448/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56576/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56704/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56832/60000 [===========================>..] - ETA: 1s - loss: 0.1052
56960/60000 [===========================>..] - ETA: 1s - loss: 0.1052
57088/60000 [===========================>..] - ETA: 1s - loss: 0.1052
57216/60000 [===========================>..] - ETA: 1s - loss: 0.1052
57344/60000 [===========================>..] - ETA: 1s - loss: 0.1052
57472/60000 [===========================>..] - ETA: 1s - loss: 0.1052
57600/60000 [===========================>..] - ETA: 1s - loss: 0.1052
57728/60000 [===========================>..] - ETA: 0s - loss: 0.1052
57856/60000 [===========================>..] - ETA: 0s - loss: 0.1052
57984/60000 [===========================>..] - ETA: 0s - loss: 0.1052
58112/60000 [============================>.] - ETA: 0s - loss: 0.1052
58240/60000 [============================>.] - ETA: 0s - loss: 0.1052
58368/60000 [============================>.] - ETA: 0s - loss: 0.1052
58496/60000 [============================>.] - ETA: 0s - loss: 0.1052
58624/60000 [============================>.] - ETA: 0s - loss: 0.1052
58752/60000 [============================>.] - ETA: 0s - loss: 0.1052
58880/60000 [============================>.] - ETA: 0s - loss: 0.1052
59008/60000 [============================>.] - ETA: 0s - loss: 0.1052
59136/60000 [============================>.] - ETA: 0s - loss: 0.1052
59264/60000 [============================>.] - ETA: 0s - loss: 0.1052
59392/60000 [============================>.] - ETA: 0s - loss: 0.1052
59520/60000 [============================>.] - ETA: 0s - loss: 0.1052
59648/60000 [============================>.] - ETA: 0s - loss: 0.1052
59776/60000 [============================>.] - ETA: 0s - loss: 0.1052
59904/60000 [============================>.] - ETA: 0s - loss: 0.1052
60000/60000 [==============================] - 26s 441us/step - loss: 0.1052 - val_loss: 0.1052
Epoch 24/50

  128/60000 [..............................] - ETA: 26s - loss: 0.1036
  256/60000 [..............................] - ETA: 26s - loss: 0.1024
  384/60000 [..............................] - ETA: 25s - loss: 0.1026
  512/60000 [..............................] - ETA: 29s - loss: 0.1035
  640/60000 [..............................] - ETA: 28s - loss: 0.1039
  768/60000 [..............................] - ETA: 27s - loss: 0.1042
  896/60000 [..............................] - ETA: 27s - loss: 0.1041
 1024/60000 [..............................] - ETA: 26s - loss: 0.1043
 1152/60000 [..............................] - ETA: 26s - loss: 0.1045
 1280/60000 [..............................] - ETA: 26s - loss: 0.1048
 1408/60000 [..............................] - ETA: 26s - loss: 0.1044
 1536/60000 [..............................] - ETA: 25s - loss: 0.1041
 1664/60000 [..............................] - ETA: 25s - loss: 0.1045
 1792/60000 [..............................] - ETA: 25s - loss: 0.1043
 1920/60000 [..............................] - ETA: 25s - loss: 0.1044
 2048/60000 [>.............................] - ETA: 25s - loss: 0.1044
 2176/60000 [>.............................] - ETA: 25s - loss: 0.1042
 2304/60000 [>.............................] - ETA: 25s - loss: 0.1044
 2432/60000 [>.............................] - ETA: 25s - loss: 0.1046
 2560/60000 [>.............................] - ETA: 25s - loss: 0.1045
 2688/60000 [>.............................] - ETA: 24s - loss: 0.1045
 2816/60000 [>.............................] - ETA: 24s - loss: 0.1043
 2944/60000 [>.............................] - ETA: 24s - loss: 0.1045
 3072/60000 [>.............................] - ETA: 24s - loss: 0.1045
 3200/60000 [>.............................] - ETA: 24s - loss: 0.1046
 3328/60000 [>.............................] - ETA: 24s - loss: 0.1044
 3456/60000 [>.............................] - ETA: 24s - loss: 0.1043
 3584/60000 [>.............................] - ETA: 24s - loss: 0.1044
 3712/60000 [>.............................] - ETA: 24s - loss: 0.1044
 3840/60000 [>.............................] - ETA: 24s - loss: 0.1046
 3968/60000 [>.............................] - ETA: 23s - loss: 0.1048
 4096/60000 [=>............................] - ETA: 23s - loss: 0.1047
 4224/60000 [=>............................] - ETA: 23s - loss: 0.1047
 4352/60000 [=>............................] - ETA: 23s - loss: 0.1047
 4480/60000 [=>............................] - ETA: 23s - loss: 0.1048
 4608/60000 [=>............................] - ETA: 23s - loss: 0.1048
 4736/60000 [=>............................] - ETA: 23s - loss: 0.1048
 4864/60000 [=>............................] - ETA: 23s - loss: 0.1048
 4992/60000 [=>............................] - ETA: 23s - loss: 0.1048
 5120/60000 [=>............................] - ETA: 23s - loss: 0.1047
 5248/60000 [=>............................] - ETA: 23s - loss: 0.1047
 5376/60000 [=>............................] - ETA: 23s - loss: 0.1047
 5504/60000 [=>............................] - ETA: 23s - loss: 0.1047
 5632/60000 [=>............................] - ETA: 23s - loss: 0.1047
 5760/60000 [=>............................] - ETA: 23s - loss: 0.1047
 5888/60000 [=>............................] - ETA: 23s - loss: 0.1047
 6016/60000 [==>...........................] - ETA: 23s - loss: 0.1046
 6144/60000 [==>...........................] - ETA: 23s - loss: 0.1046
 6272/60000 [==>...........................] - ETA: 22s - loss: 0.1046
 6400/60000 [==>...........................] - ETA: 22s - loss: 0.1046
 6528/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 6656/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 6784/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 6912/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 7040/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 7168/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 7296/60000 [==>...........................] - ETA: 22s - loss: 0.1048
 7424/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 7552/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 7680/60000 [==>...........................] - ETA: 22s - loss: 0.1047
 7808/60000 [==>...........................] - ETA: 22s - loss: 0.1049
 7936/60000 [==>...........................] - ETA: 22s - loss: 0.1049
 8064/60000 [===>..........................] - ETA: 22s - loss: 0.1050
 8192/60000 [===>..........................] - ETA: 22s - loss: 0.1051
 8320/60000 [===>..........................] - ETA: 22s - loss: 0.1051
 8448/60000 [===>..........................] - ETA: 21s - loss: 0.1052
 8576/60000 [===>..........................] - ETA: 21s - loss: 0.1052
 8704/60000 [===>..........................] - ETA: 21s - loss: 0.1052
 8832/60000 [===>..........................] - ETA: 21s - loss: 0.1051
 8960/60000 [===>..........................] - ETA: 21s - loss: 0.1050
 9088/60000 [===>..........................] - ETA: 21s - loss: 0.1050
 9216/60000 [===>..........................] - ETA: 21s - loss: 0.1049
 9344/60000 [===>..........................] - ETA: 21s - loss: 0.1049
 9472/60000 [===>..........................] - ETA: 21s - loss: 0.1049
 9600/60000 [===>..........................] - ETA: 21s - loss: 0.1049
 9728/60000 [===>..........................] - ETA: 21s - loss: 0.1048
 9856/60000 [===>..........................] - ETA: 21s - loss: 0.1048
 9984/60000 [===>..........................] - ETA: 21s - loss: 0.1047
10112/60000 [====>.........................] - ETA: 21s - loss: 0.1047
10240/60000 [====>.........................] - ETA: 21s - loss: 0.1047
10368/60000 [====>.........................] - ETA: 21s - loss: 0.1047
10496/60000 [====>.........................] - ETA: 21s - loss: 0.1047
10624/60000 [====>.........................] - ETA: 20s - loss: 0.1047
10752/60000 [====>.........................] - ETA: 20s - loss: 0.1047
10880/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11008/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11136/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11264/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11392/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11520/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11648/60000 [====>.........................] - ETA: 20s - loss: 0.1047
11776/60000 [====>.........................] - ETA: 20s - loss: 0.1046
11904/60000 [====>.........................] - ETA: 20s - loss: 0.1046
12032/60000 [=====>........................] - ETA: 20s - loss: 0.1045
12160/60000 [=====>........................] - ETA: 20s - loss: 0.1045
12288/60000 [=====>........................] - ETA: 20s - loss: 0.1045
12416/60000 [=====>........................] - ETA: 20s - loss: 0.1045
12544/60000 [=====>........................] - ETA: 20s - loss: 0.1045
12672/60000 [=====>........................] - ETA: 20s - loss: 0.1045
12800/60000 [=====>........................] - ETA: 19s - loss: 0.1045
12928/60000 [=====>........................] - ETA: 19s - loss: 0.1046
13056/60000 [=====>........................] - ETA: 19s - loss: 0.1047
13184/60000 [=====>........................] - ETA: 19s - loss: 0.1047
13312/60000 [=====>........................] - ETA: 19s - loss: 0.1047
13440/60000 [=====>........................] - ETA: 19s - loss: 0.1047
13568/60000 [=====>........................] - ETA: 19s - loss: 0.1047
13696/60000 [=====>........................] - ETA: 19s - loss: 0.1048
13824/60000 [=====>........................] - ETA: 19s - loss: 0.1048
13952/60000 [=====>........................] - ETA: 19s - loss: 0.1047
14080/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14208/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14336/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14464/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14592/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14720/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14848/60000 [======>.......................] - ETA: 19s - loss: 0.1047
14976/60000 [======>.......................] - ETA: 19s - loss: 0.1046
15104/60000 [======>.......................] - ETA: 18s - loss: 0.1046
15232/60000 [======>.......................] - ETA: 18s - loss: 0.1047
15360/60000 [======>.......................] - ETA: 18s - loss: 0.1047
15488/60000 [======>.......................] - ETA: 18s - loss: 0.1047
15616/60000 [======>.......................] - ETA: 18s - loss: 0.1047
15744/60000 [======>.......................] - ETA: 18s - loss: 0.1047
15872/60000 [======>.......................] - ETA: 18s - loss: 0.1047
16000/60000 [=======>......................] - ETA: 18s - loss: 0.1048
16128/60000 [=======>......................] - ETA: 18s - loss: 0.1048
16256/60000 [=======>......................] - ETA: 18s - loss: 0.1048
16384/60000 [=======>......................] - ETA: 18s - loss: 0.1049
16512/60000 [=======>......................] - ETA: 18s - loss: 0.1049
16640/60000 [=======>......................] - ETA: 18s - loss: 0.1049
16768/60000 [=======>......................] - ETA: 18s - loss: 0.1050
16896/60000 [=======>......................] - ETA: 18s - loss: 0.1050
17024/60000 [=======>......................] - ETA: 18s - loss: 0.1050
17152/60000 [=======>......................] - ETA: 18s - loss: 0.1050
17280/60000 [=======>......................] - ETA: 18s - loss: 0.1050
17408/60000 [=======>......................] - ETA: 18s - loss: 0.1050
17536/60000 [=======>......................] - ETA: 17s - loss: 0.1050
17664/60000 [=======>......................] - ETA: 17s - loss: 0.1050
17792/60000 [=======>......................] - ETA: 17s - loss: 0.1050
17920/60000 [=======>......................] - ETA: 17s - loss: 0.1050
18048/60000 [========>.....................] - ETA: 17s - loss: 0.1049
18176/60000 [========>.....................] - ETA: 17s - loss: 0.1049
18304/60000 [========>.....................] - ETA: 17s - loss: 0.1049
18432/60000 [========>.....................] - ETA: 17s - loss: 0.1049
18560/60000 [========>.....................] - ETA: 17s - loss: 0.1048
18688/60000 [========>.....................] - ETA: 17s - loss: 0.1048
18816/60000 [========>.....................] - ETA: 17s - loss: 0.1049
18944/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19072/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19200/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19328/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19456/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19584/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19712/60000 [========>.....................] - ETA: 17s - loss: 0.1049
19840/60000 [========>.....................] - ETA: 17s - loss: 0.1048
19968/60000 [========>.....................] - ETA: 16s - loss: 0.1048
20096/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20224/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20352/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20480/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20608/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20736/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20864/60000 [=========>....................] - ETA: 16s - loss: 0.1048
20992/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21120/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21248/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21376/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21504/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21632/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21760/60000 [=========>....................] - ETA: 16s - loss: 0.1048
21888/60000 [=========>....................] - ETA: 16s - loss: 0.1048
22016/60000 [==========>...................] - ETA: 16s - loss: 0.1048
22144/60000 [==========>...................] - ETA: 16s - loss: 0.1048
22272/60000 [==========>...................] - ETA: 15s - loss: 0.1048
22400/60000 [==========>...................] - ETA: 15s - loss: 0.1049
22528/60000 [==========>...................] - ETA: 15s - loss: 0.1049
22656/60000 [==========>...................] - ETA: 15s - loss: 0.1049
22784/60000 [==========>...................] - ETA: 15s - loss: 0.1049
22912/60000 [==========>...................] - ETA: 15s - loss: 0.1049
23040/60000 [==========>...................] - ETA: 15s - loss: 0.1049
23168/60000 [==========>...................] - ETA: 15s - loss: 0.1049
23296/60000 [==========>...................] - ETA: 15s - loss: 0.1049
23424/60000 [==========>...................] - ETA: 15s - loss: 0.1049
23552/60000 [==========>...................] - ETA: 15s - loss: 0.1050
23680/60000 [==========>...................] - ETA: 15s - loss: 0.1050
23808/60000 [==========>...................] - ETA: 15s - loss: 0.1050
23936/60000 [==========>...................] - ETA: 15s - loss: 0.1049
24064/60000 [===========>..................] - ETA: 15s - loss: 0.1049
24192/60000 [===========>..................] - ETA: 15s - loss: 0.1049
24320/60000 [===========>..................] - ETA: 15s - loss: 0.1049
24448/60000 [===========>..................] - ETA: 15s - loss: 0.1049
24576/60000 [===========>..................] - ETA: 14s - loss: 0.1049
24704/60000 [===========>..................] - ETA: 14s - loss: 0.1049
24832/60000 [===========>..................] - ETA: 14s - loss: 0.1049
24960/60000 [===========>..................] - ETA: 14s - loss: 0.1049
25088/60000 [===========>..................] - ETA: 14s - loss: 0.1048
25216/60000 [===========>..................] - ETA: 14s - loss: 0.1048
25344/60000 [===========>..................] - ETA: 14s - loss: 0.1048
25472/60000 [===========>..................] - ETA: 14s - loss: 0.1048
25600/60000 [===========>..................] - ETA: 14s - loss: 0.1048
25728/60000 [===========>..................] - ETA: 14s - loss: 0.1047
25856/60000 [===========>..................] - ETA: 14s - loss: 0.1047
25984/60000 [===========>..................] - ETA: 14s - loss: 0.1047
26112/60000 [============>.................] - ETA: 14s - loss: 0.1047
26240/60000 [============>.................] - ETA: 14s - loss: 0.1047
26368/60000 [============>.................] - ETA: 14s - loss: 0.1047
26496/60000 [============>.................] - ETA: 14s - loss: 0.1047
26624/60000 [============>.................] - ETA: 14s - loss: 0.1047
26752/60000 [============>.................] - ETA: 14s - loss: 0.1048
26880/60000 [============>.................] - ETA: 14s - loss: 0.1047
27008/60000 [============>.................] - ETA: 13s - loss: 0.1047
27136/60000 [============>.................] - ETA: 13s - loss: 0.1048
27264/60000 [============>.................] - ETA: 13s - loss: 0.1048
27392/60000 [============>.................] - ETA: 13s - loss: 0.1048
27520/60000 [============>.................] - ETA: 13s - loss: 0.1048
27648/60000 [============>.................] - ETA: 13s - loss: 0.1048
27776/60000 [============>.................] - ETA: 13s - loss: 0.1048
27904/60000 [============>.................] - ETA: 13s - loss: 0.1048
28032/60000 [=============>................] - ETA: 13s - loss: 0.1048
28160/60000 [=============>................] - ETA: 13s - loss: 0.1048
28288/60000 [=============>................] - ETA: 13s - loss: 0.1048
28416/60000 [=============>................] - ETA: 13s - loss: 0.1048
28544/60000 [=============>................] - ETA: 13s - loss: 0.1048
28672/60000 [=============>................] - ETA: 13s - loss: 0.1047
28800/60000 [=============>................] - ETA: 13s - loss: 0.1047
28928/60000 [=============>................] - ETA: 13s - loss: 0.1047
29056/60000 [=============>................] - ETA: 13s - loss: 0.1047
29184/60000 [=============>................] - ETA: 13s - loss: 0.1047
29312/60000 [=============>................] - ETA: 12s - loss: 0.1048
29440/60000 [=============>................] - ETA: 12s - loss: 0.1047
29568/60000 [=============>................] - ETA: 12s - loss: 0.1047
29696/60000 [=============>................] - ETA: 12s - loss: 0.1047
29824/60000 [=============>................] - ETA: 12s - loss: 0.1047
29952/60000 [=============>................] - ETA: 12s - loss: 0.1047
30080/60000 [==============>...............] - ETA: 12s - loss: 0.1047
30208/60000 [==============>...............] - ETA: 12s - loss: 0.1046
30336/60000 [==============>...............] - ETA: 12s - loss: 0.1046
30464/60000 [==============>...............] - ETA: 12s - loss: 0.1046
30592/60000 [==============>...............] - ETA: 12s - loss: 0.1046
30720/60000 [==============>...............] - ETA: 12s - loss: 0.1046
30848/60000 [==============>...............] - ETA: 12s - loss: 0.1046
30976/60000 [==============>...............] - ETA: 12s - loss: 0.1047
31104/60000 [==============>...............] - ETA: 12s - loss: 0.1046
31232/60000 [==============>...............] - ETA: 12s - loss: 0.1046
31360/60000 [==============>...............] - ETA: 12s - loss: 0.1046
31488/60000 [==============>...............] - ETA: 12s - loss: 0.1046
31616/60000 [==============>...............] - ETA: 11s - loss: 0.1046
31744/60000 [==============>...............] - ETA: 11s - loss: 0.1046
31872/60000 [==============>...............] - ETA: 11s - loss: 0.1046
32000/60000 [===============>..............] - ETA: 11s - loss: 0.1046
32128/60000 [===============>..............] - ETA: 11s - loss: 0.1046
32256/60000 [===============>..............] - ETA: 11s - loss: 0.1046
32384/60000 [===============>..............] - ETA: 11s - loss: 0.1047
32512/60000 [===============>..............] - ETA: 11s - loss: 0.1047
32640/60000 [===============>..............] - ETA: 11s - loss: 0.1047
32768/60000 [===============>..............] - ETA: 11s - loss: 0.1047
32896/60000 [===============>..............] - ETA: 11s - loss: 0.1047
33024/60000 [===============>..............] - ETA: 11s - loss: 0.1046
33152/60000 [===============>..............] - ETA: 11s - loss: 0.1046
33280/60000 [===============>..............] - ETA: 11s - loss: 0.1046
33408/60000 [===============>..............] - ETA: 11s - loss: 0.1046
33536/60000 [===============>..............] - ETA: 11s - loss: 0.1046
33664/60000 [===============>..............] - ETA: 11s - loss: 0.1047
33792/60000 [===============>..............] - ETA: 11s - loss: 0.1047
33920/60000 [===============>..............] - ETA: 11s - loss: 0.1047
34048/60000 [================>.............] - ETA: 10s - loss: 0.1047
34176/60000 [================>.............] - ETA: 10s - loss: 0.1047
34304/60000 [================>.............] - ETA: 10s - loss: 0.1047
34432/60000 [================>.............] - ETA: 10s - loss: 0.1047
34560/60000 [================>.............] - ETA: 10s - loss: 0.1047
34688/60000 [================>.............] - ETA: 10s - loss: 0.1047
34816/60000 [================>.............] - ETA: 10s - loss: 0.1046
34944/60000 [================>.............] - ETA: 10s - loss: 0.1046
35072/60000 [================>.............] - ETA: 10s - loss: 0.1046
35200/60000 [================>.............] - ETA: 10s - loss: 0.1046
35328/60000 [================>.............] - ETA: 10s - loss: 0.1046
35456/60000 [================>.............] - ETA: 10s - loss: 0.1046
35584/60000 [================>.............] - ETA: 10s - loss: 0.1046
35712/60000 [================>.............] - ETA: 10s - loss: 0.1046
35840/60000 [================>.............] - ETA: 10s - loss: 0.1046
35968/60000 [================>.............] - ETA: 10s - loss: 0.1046
36096/60000 [=================>............] - ETA: 10s - loss: 0.1046
36224/60000 [=================>............] - ETA: 10s - loss: 0.1046
36352/60000 [=================>............] - ETA: 9s - loss: 0.1046 
36480/60000 [=================>............] - ETA: 9s - loss: 0.1047
36608/60000 [=================>............] - ETA: 9s - loss: 0.1047
36736/60000 [=================>............] - ETA: 9s - loss: 0.1047
36864/60000 [=================>............] - ETA: 9s - loss: 0.1047
36992/60000 [=================>............] - ETA: 9s - loss: 0.1047
37120/60000 [=================>............] - ETA: 9s - loss: 0.1047
37248/60000 [=================>............] - ETA: 9s - loss: 0.1047
37376/60000 [=================>............] - ETA: 9s - loss: 0.1047
37504/60000 [=================>............] - ETA: 9s - loss: 0.1047
37632/60000 [=================>............] - ETA: 9s - loss: 0.1047
37760/60000 [=================>............] - ETA: 9s - loss: 0.1047
37888/60000 [=================>............] - ETA: 9s - loss: 0.1047
38016/60000 [==================>...........] - ETA: 9s - loss: 0.1047
38144/60000 [==================>...........] - ETA: 9s - loss: 0.1047
38272/60000 [==================>...........] - ETA: 9s - loss: 0.1047
38400/60000 [==================>...........] - ETA: 9s - loss: 0.1047
38528/60000 [==================>...........] - ETA: 9s - loss: 0.1046
38656/60000 [==================>...........] - ETA: 9s - loss: 0.1046
38784/60000 [==================>...........] - ETA: 8s - loss: 0.1047
38912/60000 [==================>...........] - ETA: 8s - loss: 0.1047
39040/60000 [==================>...........] - ETA: 8s - loss: 0.1046
39168/60000 [==================>...........] - ETA: 8s - loss: 0.1046
39296/60000 [==================>...........] - ETA: 8s - loss: 0.1046
39424/60000 [==================>...........] - ETA: 8s - loss: 0.1047
39552/60000 [==================>...........] - ETA: 8s - loss: 0.1047
39680/60000 [==================>...........] - ETA: 8s - loss: 0.1047
39808/60000 [==================>...........] - ETA: 8s - loss: 0.1047
39936/60000 [==================>...........] - ETA: 8s - loss: 0.1047
40064/60000 [===================>..........] - ETA: 8s - loss: 0.1047
40192/60000 [===================>..........] - ETA: 8s - loss: 0.1047
40320/60000 [===================>..........] - ETA: 8s - loss: 0.1047
40448/60000 [===================>..........] - ETA: 8s - loss: 0.1047
40576/60000 [===================>..........] - ETA: 8s - loss: 0.1047
40832/60000 [===================>..........] - ETA: 8s - loss: 0.1047
40960/60000 [===================>..........] - ETA: 8s - loss: 0.1047
41088/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41216/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41344/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41472/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41600/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41728/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41856/60000 [===================>..........] - ETA: 7s - loss: 0.1047
41984/60000 [===================>..........] - ETA: 7s - loss: 0.1047
42112/60000 [====================>.........] - ETA: 7s - loss: 0.1047
42240/60000 [====================>.........] - ETA: 7s - loss: 0.1048
42368/60000 [====================>.........] - ETA: 7s - loss: 0.1047
42496/60000 [====================>.........] - ETA: 7s - loss: 0.1048
42624/60000 [====================>.........] - ETA: 7s - loss: 0.1048
42752/60000 [====================>.........] - ETA: 7s - loss: 0.1048
42880/60000 [====================>.........] - ETA: 7s - loss: 0.1048
43008/60000 [====================>.........] - ETA: 7s - loss: 0.1048
43136/60000 [====================>.........] - ETA: 7s - loss: 0.1048
43264/60000 [====================>.........] - ETA: 7s - loss: 0.1048
43392/60000 [====================>.........] - ETA: 7s - loss: 0.1048
43520/60000 [====================>.........] - ETA: 6s - loss: 0.1048
43648/60000 [====================>.........] - ETA: 6s - loss: 0.1048
43776/60000 [====================>.........] - ETA: 6s - loss: 0.1048
43904/60000 [====================>.........] - ETA: 6s - loss: 0.1048
44032/60000 [=====================>........] - ETA: 6s - loss: 0.1048
44160/60000 [=====================>........] - ETA: 6s - loss: 0.1048
44288/60000 [=====================>........] - ETA: 6s - loss: 0.1048
44416/60000 [=====================>........] - ETA: 6s - loss: 0.1048
